Time,Temperature,Soil_Moisture,Humidity,Wind_Speed,Rainfall
2026-02-02 13:00:00,13.6,379.0,79,6.88,0.0
2026-02-02 14:00:00,13.6,380.5,78,7.37,0.0
2026-02-02 15:00:00,13.8,380.0,83,7.67,0.0
2026-02-02 16:00:00,14.1,380.0,87,7.71,0.0
2026-02-02 17:00:00,14.6,380.8,86,6.76,0.0
2026-02-02 18:00:00,15.1,380.0,85,6.44,0.0
2026-02-02 19:00:00,15.7,379.5,84,6.93,0.1
2026-02-02 20:00:00,16.4,379.5,82,8.0,0.0
2026-02-02 21:00:00,17.0,380.1,85,8.76,0.0
2026-02-02 22:00:00,17.6,379.9,83,8.45,0.0
2026-02-02 23:00:00,18.1,381.5,81,7.66,0.0
2026-02-03 00:00:00,18.5,381.0,83,7.77,0.0
2026-02-03 01:00:00,18.6,380.9,79,7.6,0.0
2026-02-03 02:00:00,18.7,380.7,82,7.0,0.1
2026-02-03 03:00:00,18.5,380.0,83,8.0,0.1
2026-02-03 04:00:00,18.2,380.7,80,7.35,0.0
2026-02-03 05:00:00,17.7,379.7,78,7.94,0.0
2026-02-03 06:00:00,17.1,380.8,83,7.57,0.0
2026-02-03 07:00:00,16.5,378.3,78,7.68,0.0
2026-02-03 08:00:00,15.8,379.8,78,8.11,0.0
2026-02-03 09:00:00,15.2,381.5,84,8.05,0.4
2026-02-03 10:00:00,14.6,379.1,94,7.9,0.8
2026-02-03 11:00:00,14.2,379.9,94,8.25,0.9
2026-02-03 12:00:00,13.9,380.1,94,8.1,0.9
2026-02-03 13:00:00,13.7,379.6,94,7.55,0.4
2026-02-03 14:00:00,13.7,380.3,92,7.27,0.2
2026-02-03 15:00:00,13.9,379.0,95,6.82,0.2
2026-02-03 16:00:00,14.2,382.1,93,6.71,0.2
2026-02-03 17:00:00,14.7,379.7,95,6.51,0.1
2026-02-03 18:00:00,15.2,380.9,95,6.25,0.2
2026-02-03 19:00:00,15.8,380.4,93,6.18,0.1
2026-02-03 20:00:00,16.5,380.7,94,5.54,0.1
2026-02-03 21:00:00,17.1,379.3,95,5.3,0.2
2026-02-03 22:00:00,17.7,379.8,94,4.96,0.1
2026-02-03 23:00:00,18.1,381.1,94,4.73,0.1
2026-02-04 00:00:00,18.6,379.8,93,4.9,0.1
2026-02-04 01:00:00,18.7,379.8,95,5.23,0.1
2026-02-04 02:00:00,18.7,380.3,96,5.8,0.4
2026-02-04 03:00:00,18.6,380.4,97,5.33,0.4
2026-02-04 04:00:00,18.2,379.0,97,4.9,0.1
2026-02-04 05:00:00,17.8,379.5,96,4.74,0.0
2026-02-04 06:00:00,17.2,379.0,97,4.35,0.0
2026-02-04 07:00:00,16.6,380.3,97,4.32,0.0
2026-02-04 08:00:00,15.9,379.8,96,4.73,0.0
2026-02-04 09:00:00,15.3,379.6,95,5.03,0.0
2026-02-04 10:00:00,14.8,380.2,93,5.14,0.0
2026-02-04 11:00:00,14.3,379.9,90,5.02,0.0
2026-02-04 12:00:00,14.0,381.8,87,5.38,0.0
2026-02-04 13:00:00,13.8,381.4,85,5.56,0.1
2026-02-04 14:00:00,13.8,380.7,84,5.77,0.1
2026-02-04 15:00:00,13.9,379.7,84,5.65,0.0
2026-02-04 16:00:00,14.3,380.3,85,5.25,0.0
2026-02-04 17:00:00,14.7,380.5,90,4.33,0.0
2026-02-04 18:00:00,15.3,379.8,90,3.95,0.0
2026-02-04 19:00:00,15.9,379.9,89,3.74,0.0
2026-02-04 20:00:00,16.6,381.6,91,3.92,0.0
2026-02-04 21:00:00,17.2,379.3,94,4.7,0.0
2026-02-04 22:00:00,17.7,379.8,93,5.76,0.0
2026-02-04 23:00:00,18.2,378.7,93,6.57,0.0
2026-02-05 00:00:00,18.6,380.1,93,7.31,0.0
2026-02-05 01:00:00,18.8,379.0,90,7.2,0.1
2026-02-05 02:00:00,18.8,380.6,92,8.17,0.1
2026-02-05 03:00:00,18.7,380.8,93,8.86,0.2
2026-02-05 04:00:00,18.3,378.8,92,8.39,0.0
2026-02-05 05:00:00,17.9,381.4,92,8.6,0.0
2026-02-05 06:00:00,17.2,380.0,93,8.25,0.0
2026-02-05 07:00:00,16.7,379.3,92,9.29,0.0
2026-02-05 08:00:00,16.0,379.2,88,9.75,0.2
2026-02-05 09:00:00,15.4,381.1,92,10.19,0.4
2026-02-05 10:00:00,14.8,381.2,93,10.62,0.8
2026-02-05 11:00:00,14.4,380.4,93,10.69,1.3
2026-02-05 12:00:00,14.1,380.6,92,10.82,1.1
2026-02-05 13:00:00,13.9,379.4,89,10.46,0.2
2026-02-05 14:00:00,13.8,380.3,88,9.94,0.1
2026-02-05 15:00:00,14.0,379.2,88,9.81,0.1
2026-02-05 16:00:00,14.4,379.2,87,9.5,0.2
2026-02-05 17:00:00,14.8,379.6,91,8.77,0.2
2026-02-05 18:00:00,15.4,379.0,92,8.57,0.2
2026-02-05 19:00:00,16.0,380.3,94,8.05,1.2
2026-02-05 20:00:00,16.6,380.5,95,7.95,0.8
2026-02-05 21:00:00,17.3,382.0,95,8.23,1.0
2026-02-05 22:00:00,17.8,379.9,95,8.41,0.5
2026-02-05 23:00:00,18.3,381.0,95,8.22,0.9
2026-02-06 00:00:00,18.7,809.5,95,7.66,1.7
2026-02-06 01:00:00,18.9,899.3,96,7.37,2.0
2026-02-06 02:00:00,18.9,674.8,95,7.49,1.3
2026-02-06 03:00:00,18.7,434.7,93,7.62,0.3
2026-02-06 04:00:00,18.4,379.9,91,7.61,0.0
2026-02-06 05:00:00,18.0,380.3,94,7.22,0.4
2026-02-06 06:00:00,17.4,378.7,94,7.0,0.5
2026-02-06 07:00:00,16.8,378.5,95,6.75,0.2
2026-02-06 08:00:00,16.1,381.4,94,6.62,0.2
2026-02-06 09:00:00,15.4,379.4,96,6.43,0.7
2026-02-06 10:00:00,14.9,380.1,95,6.52,0.7
2026-02-06 11:00:00,14.5,380.6,95,6.22,0.7
2026-02-06 12:00:00,14.1,379.8,93,5.81,0.4
2026-02-06 13:00:00,14.0,380.3,92,5.65,0.1
2026-02-06 14:00:00,13.9,380.0,92,5.42,0.1
2026-02-06 15:00:00,14.1,380.7,92,4.95,0.1
2026-02-06 16:00:00,14.5,380.3,93,4.31,0.1
2026-02-06 17:00:00,14.9,379.4,94,4.48,0.0
2026-02-06 18:00:00,15.5,380.9,96,4.09,0.1
2026-02-06 19:00:00,16.1,380.2,97,4.17,0.5
2026-02-06 20:00:00,16.8,380.3,98,4.1,0.6
2026-02-06 21:00:00,17.3,381.1,98,3.9,0.4
2026-02-06 22:00:00,17.9,380.4,98,3.85,0.4
2026-02-06 23:00:00,18.4,379.9,98,3.91,0.3
2026-02-07 00:00:00,18.8,378.9,98,3.83,0.3
2026-02-07 01:00:00,18.9,379.5,98,1.62,0.1
2026-02-07 02:00:00,19.0,379.6,100,1.5,0.0
2026-02-07 03:00:00,18.8,379.7,100,1.92,0.0
2026-02-07 04:00:00,18.5,378.2,99,2.27,0.0
2026-02-07 05:00:00,18.0,379.9,99,2.73,0.0
2026-02-07 06:00:00,17.5,381.3,99,1.82,0.0
2026-02-07 07:00:00,16.8,379.2,100,1.94,0.0
2026-02-07 08:00:00,16.2,381.5,100,1.95,0.0
2026-02-07 09:00:00,15.6,379.4,99,1.96,0.0
2026-02-07 10:00:00,15.0,379.8,94,3.26,0.0
2026-02-07 11:00:00,14.5,380.5,90,3.46,0.0
2026-02-07 12:00:00,14.2,379.8,89,2.93,0.0
2026-02-07 13:00:00,14.0,379.9,84,3.45,0.8
2026-02-07 14:00:00,14.0,379.9,82,3.25,0.6
2026-02-07 15:00:00,14.2,379.4,82,3.64,0.1
2026-02-07 16:00:00,14.5,380.9,89,3.18,0.0
2026-02-07 17:00:00,15.0,378.2,95,1.66,0.0
2026-02-07 18:00:00,15.5,379.1,98,1.64,0.0
2026-02-07 19:00:00,16.2,380.1,98,1.66,0.0
2026-02-07 20:00:00,16.8,380.2,97,2.14,0.1
2026-02-07 21:00:00,17.5,379.6,96,2.62,0.1
2026-02-07 22:00:00,18.0,380.0,96,2.87,0.1
2026-02-07 23:00:00,18.5,380.5,98,1.76,0.0
2026-02-08 00:00:00,18.9,379.6,97,1.46,0.0
2026-02-08 01:00:00,19.0,380.8,98,2.74,0.3
2026-02-08 02:00:00,19.1,379.7,98,2.12,0.0
2026-02-08 03:00:00,18.9,379.2,99,2.27,0.0
2026-02-08 04:00:00,18.6,380.2,100,2.79,0.0
2026-02-08 05:00:00,18.1,379.9,100,2.93,0.0
2026-02-08 06:00:00,17.6,380.4,100,2.42,0.0
2026-02-08 07:00:00,16.9,380.6,100,2.48,0.0
2026-02-08 08:00:00,16.3,380.6,100,2.57,0.0
2026-02-08 09:00:00,15.7,471.1,100,2.78,0.0
2026-02-08 10:00:00,15.1,899.4,95,1.89,0.0
2026-02-08 11:00:00,14.6,899.5,91,1.13,0.0
2026-02-08 12:00:00,14.3,702.3,91,1.17,0.0
2026-02-08 13:00:00,14.1,453.6,83,1.54,0.0
2026-02-08 14:00:00,14.1,380.5,78,2.22,0.0
2026-02-08 15:00:00,14.3,380.7,77,2.72,0.3
2026-02-08 16:00:00,14.6,380.3,82,1.04,0.7
2026-02-08 17:00:00,15.1,380.0,83,0.47,0.0
2026-02-08 18:00:00,15.6,381.3,88,0.75,0.0
2026-02-08 19:00:00,16.3,379.4,92,0.94,0.0
2026-02-08 20:00:00,16.9,378.5,96,1.21,0.0
2026-02-08 21:00:00,17.5,379.7,100,0.98,0.0
2026-02-08 22:00:00,18.1,378.6,100,0.57,0.0
2026-02-08 23:00:00,18.5,381.5,100,0.27,0.0
2026-02-09 00:00:00,18.9,378.8,100,0.76,0.0
2026-02-09 01:00:00,19.2,381.2,100,1.86,0.0
2026-02-09 02:00:00,19.1,378.1,100,1.66,0.0
2026-02-09 03:00:00,19.0,378.5,100,1.67,0.0
2026-02-09 04:00:00,18.7,379.7,100,1.88,0.0
2026-02-09 05:00:00,18.2,380.3,100,2.06,0.0
2026-02-09 06:00:00,17.6,379.5,100,2.76,0.0
2026-02-09 07:00:00,17.0,379.3,100,2.3,0.0
2026-02-09 08:00:00,16.3,380.4,100,2.65,0.0
2026-02-09 09:00:00,15.7,381.0,99,3.31,0.0
2026-02-09 10:00:00,15.1,379.3,96,3.88,0.0
2026-02-09 11:00:00,14.7,379.0,91,5.28,0.0
2026-02-09 12:00:00,14.4,381.4,95,5.64,0.3
2026-02-09 13:00:00,14.2,381.6,93,5.88,0.5
2026-02-09 14:00:00,14.2,379.7,92,5.34,0.0
2026-02-09 15:00:00,14.3,379.0,91,5.35,0.0
